review_score,full_text
0.0,recebi produto recebi produto desde dezembro era previsao entrega esperando momento nada resposta recebi
0.0,recebi aparelho recebi produto ainda desde dia realizei pagamento boleto agora foi emitida nota fiscal aparelho foi enviado ainda
0.0,recebi produto mes comprei produto ainda chegou problema foi resolvido
0.0,recebi produto ainda recebi produto comprado dia estimativa entrega foi dia
0.5,recebi produto ainda recebi produto sendo assim poderei avaliar
0.0,recebi produto ainda n recebi mercadoria gostaria saber onde mercadoria chega avisem favor
0.0,recebi produto gostaria avaliar lampada infelizmente recebi deram data limite entrega prevista dia agora nada americanas nunca boa entrega ficando desejar algumas compras fiz comparar outras lojas superam longe decepcao aconselho comprar nessa loja
0.0,recebi produto posso avaliar produto entregam indicam solucao plausivel respostas reclamacoes realizadas
0.0,recebi produto posso avaliar produto recebi fiz reclamacao ainda aguardo resposta
0.0,recebi produto vcs querem q avalie produto q vcs ainda entregaram
0.0,recebi produto esperei dias prazo cancelei pos empresa nunca consegue falar ninguem sabia onde foi parar
0.0,recebi produto recebi produto atraso absurdo mes esperando produto agora recebi
0.5,recebi produto gostaria saber ainda disponivel entregar
0.0,recebi produto anos compro loja america primeira vez recebi produto ligaram pra ver aconteceu deram prazo dias entrega vamos ver dessa vez da certo
0.0,recebi produto faz dias apos compra recebi produto
0.0,recebi produto faz mes q comprei prancha ainda recebi encomenda sai correios to chateada ta pior comprar china
0.0,recebi produto opiniao poderia diferente ja recebido produto perdendo paciencia
0.5,recebi produto nao recebi produto gostaria saber alguma previsao
0.0,recebi produto avaliar produto vez foi entregue retorno loja sobre assunto
0.5,recebi produto posso avaliar produto chegou dessa forma posso avaliar produto
0.5,recebi produto recebi produto ainda quero rastreem preciso desse produto
0.0,recebi produto recebi produto comprado dia esperando agora indignada
0.5,recebi produto recebi produto sei vai enviado gostaria esclarecessem
0.5,recebi produto recebi produto comprei vai chegar
0.5,recebi produto recebi produto posso saber bom ruim pq recebi ainda pra poder testar
0.0,recebi produto recebi produto portanto avaliar loja produto enviei mail vosso parceiro porem ainda obtive qualquer resposta
0.0,recebi produto recebi produto irei colocar depoimento site aberto ficaram dar retorno agora nada
0.0,recebi produto recebi produto demora entrega prevista vinte dias falta respeito consumidor
0.0,recebi produto recebi produto correio informa objeto atingido incendio unidade operacional fazer
0.0,recebi produto recomendo loja pra inimigos pois recebi produto retorno outro tipo contato
0.5,recebi produto recomendo comprarem produto parceiro americanas passou prazo entrega recebi produto deveria americanas deu total apoio efetuou estorno cartao porem estresse cansaco absurdos conta disso
0.0,recebi produto achar nada produto recebi total falta respeito consumidor parceiros vcs propria americanas resolvem nada
0.0,recebi produto pedido foi cancelado recebi
0.0,recebi produto produto site mas foi enviado pois encontrava defeito
0.0,recebi produto produto foi entregue porem consta entregue
0.0,recebi produto paguei mapa adesivo qualquer justificativa parte empresa fabricante lojas americanas recebi aguardo reembolso
0.0,recebi produto passado dias pedido ainda nao recebi encomenda
0.0,recebi produto trabalhar terceirizacao sempre bom negocio vou lembrar disso pensar voltar comprar americanas nunca recebi produto
0.0,recebi produto descaso total inicialmente enviaram mail foi respondido afirmativamente produto foi entregue prazo era dia entanto hoje chegou cancelei boa fe porem ta dificil
0.0,recebi produto ainda ainda recebemos produto extremamente atrasada entrega sinto prejudicada justamente produto planejamento anual nao consegui fazer nada ainda abril
0.0,recebi produto ainda ainda recebi produto informacao data vou receber praticamente paguei parcelas demorada
0.0,recebi produto ainda recebi produto agora sendo prazo dia
0.0,recebi produto ate momento consta atualizacao entregue q recebi produto ate momento consta atualizacao entregue ruim trabalhar muitas vezes tercerizado preciso produto ontem nada produto affffffffff ainda vcs acompanham ver foi entregue teem coragem pedir mail cliente avalie produto perceba poderei avaliar produto adquiri entregue
0.0,recebi produto agora comprei produto semana dia dezembro previsao entrega era ate dia janeiro agora recebi
0.0,recebi produto agora passou prazo agora recebi produto
0.0,recebi produto agora segunda vez pedindo avalie produto sequer recebi prazo entrega agendado hoje dia
0.5,recebi produto referencia recebi produto referencia recebi produto referencia
0.0,recebi produto data informada pessima entrega americanas hoje recebi
0.5,recebi produto avaliar recebi produto avaliar
0.0,recebi produto pos dias apos compra recebi produto pos dias apos compra quero produto
0.0,recebi produto pra poder avalia lo recebi produto tendo sido escrito q recebi analise loja q tinha urgencia produto agora tudo ficou complicado pra mim desculpe avalia lo decepcionada empresa
0.0,recebi produto problemas hoje ficaram mandar outra mercadoria lugar fez mes comprei odiei pois hoje recebi mercadoria mudaram entrega tres vezes ligo parceiro veleiro moveis dizem transportadora transportadora disse recebeu pedido pouco dias atras empurra empurra
0.0,recebi produto recebi produto resolvem pedido sempre pedem aguardar contato
0.0,recebi produto ainda recebi produto posicao retorno receberei
0.0,recebi produto menos satisfacao americanas saraiva recebi produto menos satisfacao americanas saraiva
0.0,recebi produto sumiram produto durante trajeto entrega vou avaliar produto recebi deveria avaliar catran empresa parceira americanas ver pessima responsabilidade entrega
0.0,recebi produto americanas enganando quero produto recebi produto americanas enganando quero produto foi pago prazo entrega esgotou faz tempo sentindo lesado roubado exijo resposta quero produto devolvam pagamento respeitem enquanto cliente consumidor
0.0,recebi produto vou avaliar produto recebi esperando cancelamento dessa compra
0.0,recebi produto dia maio fara mes comprei telefone hoje recebi paguei boleto hoje nada atendimento pessimo americanas raivaa
0.0,recebi produto quase mes transferencia recebi produto transportadora atualiza status desde dia dezembro sequer comunicacao atraso
0.5,recebi produto posso dar opiniao porque ainda recebi produto
0.0,recebi relogio data prevista entrega relogio foi dia hoje recebi nada
0.0,recebi produtos recebi produto favor verifique tmbem secador veio
0.0,recebi paguei favor fazerem estorno compra pois recebi produto obrigado
0.0,recebi todos produtos comprei faltando item produtos comprados consta pedido espero receber
0.0,recebi todos produtos fornecedora enviou quantidade comprada recebi itens dia falta unidades ninguem menos deu resposta pessimo recomendo fornecedora grajs mega store
0.0,recebi ainda recebi produto entrei contato site americanas resposta nunca suficiente logo terceiro dia apos compra tentei cancelar resposta era produto tinha sido enviado porem faz mes recebi produto realizei varias compras americanas mas toda certeza cliente
0.0,recebi produto avaliar faz mes fiz compra agora nada
0.0,recebi ainda recebi produto gostaria dessem alguma posicao sobre
0.0,recebi vendedor cancelou apos semanas aguardando vendedor controle estoque gestao vendas menos vontade honrar compromisso cliente apos semanas espera enviaram mail dizendo havia item estoque dando cancelada compra resta agora tentar encontrar algum outro produto perder completamente dinheiro depositei devolvem dinheiro foi pago esculacho nunca compro neste site
0.0,recebi realizei compra dia hoje dia recebi produto
0.5,recebido ainda posso avaliar produto porque foi entregue
0.0,recebido deveriam ficar atentos pois vou avaliar produto recebi aiiiinda favor verifiquem ocorrendo encaminhe mensagem diz respeito obrigado
0.0,recebimento foto aparece duas caixas transparente veio
0.0,recebimento produto recebi produto posso avaliar brincadeira
0.0,recebir efetuei compra dia deste mes atraves boleto momento enviaram codigo rastreamento constra pedido aplicativo dao nenhuma resposta
0.0,recebi comprei mercadoria trocada comprei celular hyundai tia confirmacao compra aconteceu via americanas empresa usa site mmplace enviou outra marca mirage engano confiar marca americanas abri embalagem entreguei foi supresa abrir celular era outro precisando pois tinha quebrado valor objeto vou trocar mas acho americanas devia zelar pouco marca agora diante comprarei terceiros lamentavel
0.0,recomedo capacete qualidade duvidavel protege queixo machuca testa pois fica apertado solto bochecha
0.0,recomendado carrinho pequeno provavelmente aguentara kilos informado fabricante mes uso soltou porca parafuso passeio fiz reclamacao site informada irao encaminhar outro produto
0.0,recomendaria porque ainda recebi produto porque entrega atraso espero produto venha defeitos praxe infelizmente hoje compraria lojas americanas tendo vista responsabilizar produtos vendidos parceiros falta atencao comprometimento dada consumidor fica dica
0.0,recomendo cabibe fraca demora secar algumas brocas serviam caneta segundo uso caneta queimou nao recomendo compraria novamente
0.0,recomendo ainda utilizei mas plastico capas bem fraquinho pode rasgar mas fino recomendo
0.0,recomendo aparelho trava demais esquenta tela fica vibrando gostei recomendo
0.5,recomendo apesar inox otimo rosca fixa tampa conjunto estragou poucos dias falar veio torta posicao abaixada vedava totalmente
0.0,recomendo devido reforma quarto abrir produto mes entrega madeiras vem protegidas adequadamente dentro embalagem faz todas detalhes arranhado lascas montagem alem manual nada detalhado pecas possuem identificacao alguns parafusos fixados base olho marcacoes guias recomendo
0.0,recomendo dificil colocar dificil tirar recomendo ninguem
0.0,recomendo equipamento estavel pousar vira nada recomendacao manual treinar campo gramado fiz virar queimou dois motores menos esperava
0.0,recomendo oculos material inferior pensei iria receber garantia lente flanela limpar mas veio material parece fragil acabamento poderia melhor
0.0,recomendo entregaram assento marca cor diferentes solicitei pedido
0.0,recomendo curti balanca marca valores diferentes cada pesagem precisa intervalo minutos pesei vejam diferenca quase dois quilos pesagem outra todas mesmissimas condicoes comprem analogica bem melhor
0.5,recomendo veio selo anatel funciona normalmente
0.0,recomendo produto atingiu expectativas inclusive solicitei devolucao
0.0,recomendo produto parou funcionar semanas uso recomendo
0.0,recomendo produto foi entregue todo torto muitas partes descascadas vale preco apesar barato lixo
0.0,recomendo produto tinha prazo entrega meses achei altissimo porem alguns relatos diziam ter chego antes entao comprei alem disso chegou semana atraso porque reclamei produto si qualidade baixa chegou varios descascados bordas
0.0,recomendo problemas produto canto mesa veio avariado pe mesa veio modelo totalmente diferente veio cor branco caso consiga resolver junto empresa modifico opiniao
0.0,recomendo niguem comprar americanas fiz pedido pois prazo era razoavel dias uteis demorar dias itir nota fiscal demoram passar transportadora prazo q produto fica rodando ai transportadora lixo contrataram preciso celular urgencia demora tempo todo ajuda ai ne
0.0,recomendo cozinha mancha anti derrapante fica meleca precisa esfregada sempre suja gostei coloquei cozinha lavanderia sacada
0.0,recomendo mochila comum adequada guardar ferramentas pois reforcada possui divisorias acomodar ferramentas arrependi ter comprado
0.0,recomendo carrinho seguranca vira facilidade crianca pode virar corpo vira junto sustentacao estabilidade recomendo
0.0,recomendo fita adesiva pouco resistente produto fragil
0.0,recomendo produto alem muita demora entrega veio embalagem lacre toda amassada pessimo atendimento nao recomendo
0.0,recomendo pecas encaixa bocal velocidades funciona pessimo aparelho
0.0,recomendo comprei veio apenas metade escova funcionando poucos furinhos saindo ar solicitei troca mesma coisa aconteceu segunda escova tirando cheiro queimado
0.0,recomendo gostei acabamento ruim tecido transparente devolvi
0.0,recomendo imprimiu quantidade folhas prometida cartucho deveria imprimir folhas imprimiu folhas qualidade partir dessa quantidade imprimindo falha lado esquerdo pagina fica impressao quase invisivel enquanto metade direita fica normal impressoes imprestaveis
0.0,resfria decepcionada produto resfriar promete
0.0,responderam solicitacao devolucao controle veio quebrado ambos analogicos funcionam esquerdo fica travando pra direita direito fica travando pra cima impossivel jogar pedi reembolso devolucao produto mas responderam hoje cancelamento solicitado sendo cobrado
0.0,satisfatorio fiquei pouco decepcionada qualidade produto pois tapete veio torto falhas pelos
0.0,satisfeita entrega avaliar produto pois ainda nao recebi entrega atrasada desde dia
0.0,encante preco tamanho comprei tv dessa encantada tamanho preco smart mas usa la mesma sistema operacional lento saida audio fraca netflix possibilidade baixar tentei assistir navegador mas nao carrega tela videos nenhum dite videos recomendo
0.0,iluda data entrega comprei jogo dia achando poderia receber produto data lancamento recebi estimativa entrega somente dias lancamento cade prioridade entregua pra comprou antecipadamente
0.0,sei to reseio usar veio descrito foto chegou creme branco sei assim acho deveria vim geito foto
0.5,sei instalar comprei produto mas embalagem vem manual instalacao sei app correto pra pra mim ta perdida porq tentei mas consegui manual fica dificil vcs resouver problema agradeco poderia da excelente ate recomendei memso saber usar mas tudo bem
0.0,sei dizer sei produto bom porque simplesmente recebi comprei paguei venceu prazo entrega recebi produto notificacao justificativa porque foi entregue nada
0.5,sei viu camiseta bonita veio tamanho certo igual imagem porem expectativas atendidas achei entrega demorou necessario vista valor frete camiseta veio danificada troquei porque havia tirado etiqueta camiseta veio pequeno mas percebivel furo costas gostei pouco
0.0,sei responder ainda recebi produto coloquei pelicula comecei usar notei funcao voltar problema vezes trava solicitei troca aguardando
0.0,sei ainda recebi comprei guarda roupa mes agora foi emitida nota fiscal tento falar alguem mas consigo consigo falar robo q repete sempre mesmas coisas gostaria falar pessoa obter posicao mas possivel porque americanas disponibiliza pessimo pos venda
0.0,sei foi azar produto apresentou problemas ligar tela ficou escura solicitei troca
0.5,sei instalei certo mas fica frouxa inclina total dificil fixacao correta banco cadeira fica frouxa banco da pra fazer inclinacoes forma correta total mas conforto otima deveria ter local instalacao pessoas especialista assunto tratar item seguranca opcao avisem vou adorar poder aprender colocar forma correta assim tivesr instalado errado aprendo forma certa mudo opiniao
0.0,sei bom comprei entregaram outro sinceramente sei bom sei comprei modelo tl wrn ver era vendido bem avaliado site pouco caro outro modelo parecido porem loja rei batuta vende parceria americanas aviso nenhum entregou tl wrn escolhi paguei caro recebi outro importa praticamente iguais mas tinha escolhido diferenca reais acho respeito merecia explicacao sobre minimo devolucao diferenca acontecer posso voltar aqui reavaliar
0.0,senti nenhum diferenca senti nenhum diferenca produto caro
0.5,serve forester comprei chegou prazo tudo certo tamanho correto tamanho correto forester xx
0.0,serve chave original infelizmente chave original entra nessa carcaca marido desmontou mas deu certo pena
0.0,serve bike produto ma qualidade mas serve bicicleta bike distancia gancho curta encaixar bicicleta
0.0,serve cabelos cheios longos serve cabelos cheios longos e fraco deve servir cabelos ralos curtos
0.5,supriu necessidades prodotu eh bom mas comparando outro aparelho optamos lgk
0.0,surtiu efeito propoe eficaz todos tipos apneia estrutura simples adaptavel todos tipo cabeca possui boa intencao mas funcionou comigo motivo acho produto caro embalagem vem nenhuma indicacao forma utilizacao
0.0,capacidade anunciada anuncio site lojas americanas capacidade l mas cabe ml
0.0,espessura interessei comprei porque descricao espessura mm deve boa
0.0,medidas mede mts mts medida vou comprar
0.0,boa carga comprei bateria nova pois atual necessitando carregar cada vez rapido dura dia todo antes mas nova dura tanto velha serviu nada
0.0,avaliar produto nao recebi ainda avaliar produto era pra chegar dia hoje nada fiz compra dia ta dificil viu
0.0,avaliar produto avaliar produto pois ainda foi entregue compra foi feita mes produto pago ainda recebi produto decepcionada americanas vendedor parceiro
0.0,avaliar produto possivel fazer avaliacao produto pois chegou quebrado funciona tentando fazer contato via mail telefone central loja americanas mas impossivel falar atendente espero alguem vejo avaliacao contato
0.0,avaliar boa noite sei eo produto pq hoje ainda recebi chateado vcs da solucao produto chegar era chegar dia ate hoje nada
0.5,especificacao dimensoes gostaria comprar produto mas gostaria saber quais dimensoes poderiam informar cama tamanho solteiro pois foto parece cama juvenil
0.0,frangrancia parece original fixa nao fragrancia original re recomendo puder gostaria devolver enganado ruimmm comprem
0.0,funcao ionizador deveria escrito ionizador titulo pois funcao percebi ultrassonico custa caro funcao soubesse disso comprado outro pena ter confusao especificacao site fica desejar deveriam mudar enganar cliente
0.0,funcao umidificador pra umidificar consome muita agua tenhonque reabastecer diariamente valeu economia
0.0,leitor cd dvd produto dispoe leitor cd dvd vem cd instalacao softwares contradicao
0.0,resistencia menos mes aspirador parou funcionar uso diario vez apenas
0.0,radio m fm comprei arrependi pois atende necessidades quero trocar outro produto home theater lg
0.5,opiniao ainda espero bom pois comecei usar ontem ainda vi resultado
0.0,tao bom funciona grossos tamanho razoavel pra manter pele lisa sempre alguns cotocos fazendo esperar alguns dias usar novamente recomendo pois gillete faria servico eficientemente cuidado machuca
0.5,tao confortavel deveria dependendo regiao utilizada coluna cervical pescoco exemplo bem desconfortavel duro onde existe muita massa muscular pouco melhor
0.5,vale compra corpo produto boa qualidade metal porem tampa fechar plastico bem comum facil quebrar derreter agua quente
0.0,vale comprar comprei patinete veio quebrando tentem entrar contato loja mas ninguem responde filho ta chorando querendo brinquedo
0.0,vale pena produto fraquinho cumpre promete receptacao tv digital ruim fraquinho estraga atoa jogando agora
0.0,vale pena parceira americanas quality store ruim demais demoraram dias emitir nota fiscal enviar produto bastasse recebi caixa madeira pintura lascada varios pontos ainda copo quebrado comprem dessa loja vale pena americanas escolha melhor parceiros pessoas vao parar comprar proprios produtos
0.0,vale custa preco esperava algo melhor controle temperatura fica lado motor quiser mudar vai precisar acessar parte tras agachar regular tanto barulhento porta abre bem dificil
0.0,valeu pena arrependo ter comprado pudesse voltar atras compraria
0.0,veio marca comprada modelador cachos comprei marca baby liss enviaram outra totalmente diferente foi solicitei
0.0,veio conforme site cadeiras vieram conforme descricao site tamanho cor diferentes gostaria posicao sobre
0.5,veio fucionando prancha otima original mas veio defeito
0.0,veio queria foto venda branca recebi cor bege sei trocat preciso branca
0.0,veio produto certo anuncio havia varias referencias produto induzindo entendimento consumidor filtro todas referencias purificador b veio b serve agora foi resolvido problema
0.5,vem cabo vga bom trabalho negativo quer monitor utilizar via entrada vga saiba vira cabo vga vem novo conector displayport poucos computadores possuem computador possui entrada comprar cabo vga parte positivo monitor bom tarefas escritorio geral trabalhar programacao funcao girar monitor interessante visualizar paginas noticia caso programadores visualizar melhor codigo imagem hd porem faz diferenca uso escrito assistir video software imagens monitor interessante onde configurar tipo imagem programa abrir chrome quero imagem viva quado abrir midia player quer imagem pouca luz etc conclusao otimo equipamento usar trabalhar estudar navegar internet funcao o duvidas foi diferencial fez comprar monitor porem falta cabo vga deixou muuuito frustrado pois monitor chegou puder testar porque tinha cabo comprar parte
0.0,vem cabo poderia vir cabo especifica vem soubesse comprado outra sair pra comprar cabo
0.0,dar pra usar mas escova saiu fogo chapinha hora outra funcionar
0.0,produto anunciado mas realidade produto anunciado ruim recomendo
0.5,dublado filme maravilhoso entrega dentro prazo tudo certo exceto descricao produto informa apenas legendado portugues
0.0,felpudo beeem menos felpudo foto chegou embalagem suja muitos fiapos base tapete
0.0,adequada bebes pequenos indicam cadeira porem impossivel usar antes meses cadeira reclina pouco impossibilita usada bebe sustenta cabeca filho meses todas vezes dorme fico agoniada pois cabeca fica caindo p frente compraria novo
0.0,bluetooth layout apresentado imagens ta titulo ai bluetooth layout apresentado imagens
0.0,foto produto cima igual mas base fixar colocar cima parafuso algo prenda fica seguranca base lampada muda diferente rosca lado foto ultima parte branca antes base disso preta igual foto produto manual acompanha
0.0,esperado parece mandaram produto generico veio etiqueta future cor diferente outros produtos mesma linha realmente rose gold brilhantes produto recebi cobre velho escuro brilho nenhum parece future sinto enganada
0.0,mesma cor mas da pro gasto recomendo pra faz pintura digital bom apenas vai usar pra sujar tela falha traco desenho por muita pressao
0.0,material comprei bolsa couro ecologico chegou outro kit material totalmente diferente decepcionante
0.0,edredom sim jogo lencol comprei edredom entregaram jogo lencol absurdo acho loja deveria colocar descricao correta pra mim foi ma fe total transtorno pois era filho pequeno
0.5,furadeira kit parafusadeira furadeira led profissional pecas maleta makita bivolt ola amigos companheiros compram aqui site americanas escrevendo avaliacao titulo orientar colegas site americanas kit parafusadeira ainda chegou porem equipamento furadeira apenas parafusadeira equipamento otimo furadeira ok vale pena comprar preco abaixo mercado
0.0,igual propaganda produto igual figura tiras pequenas desconfortavel
0.0,igual foto produto diferente foto abas varetas estender roupa igual aparece foto apenas varetas casa aba menor diferente foto indico produto
0.5,impermeavel capa apresentacao legal mas comprei porque dizia descricao produto era impermeavel entanto caiu liquido sobre capa manchou sofa
0.5,funcional smartwatch funciona direitinho porem bem fragil necessidade baixar dois apps android receber notificacoes relogio reproduz playlists relogio mas bluetooth funciona longe celular bateria dura cinco dias usar senao dura menos dia recarga feita usb pc enfim mim tao funcional mas da uso diario
0.0,produto anunciado comprei produto foi entregue condiz imagem especificacoes buscando devolucao pois acordo anunciado precisa reavaliado processo demonstracao outra questao importante inidoneidade empresa entregar cliente chave nota fiscal eletronica errada valida
0.0,produto sim loja passou tempo entrega passou demais conta
0.0,esperava anunciado produto veio esperado chegou defeito
0.0,esperava produto pintado madeira pensava
0.0,esperava pessima escolha falam produto totalmente diferente
0.0,esperava rodinhas pequenas cavalete esfrega pele
0.0,original comprei arrependi foto mostra original chega nada ver foto totalmente diferente replica feia conhece relogio fica raiva
0.0,original original fraco arrependo ter comprado
0.0,original produto original qualidade pessima tentei contato efetuar troca mas consigo resolver problema
0.5,possivel identificar bateria samsumg veio informacoes fabricante foi entregue bolsa transporte devido questoes fiquei insegura creio produto procedencia apesar aparentar boa qualidade funcionar corretamente
0.5,recomendavel lazer comprei chegou rapido problemas americanas sobre tablet outra historia sabia era melhores contudo pego surpresa trava ter nada novissimo trava claro sabia comprando pois comprei assistir video aula you tube travando pra assistir legal entao moral historia seguinte vai fazer basico aguenta exemplo ver videos escutar musicas etc agora vai querer ficar internet whats face you tube chorme amigo jeito aguenta trava travadas processador fraco android ultrapassado nao pode atualizar explica tudo camera android desempenho velocidade som baixo custo beneficio
0.0,resistente controle pouca resposta de jogabilidade leve fragil cabo curto melhor optar original pagando caro nota controle
0.5,ruim razoavel esperava melhor aer tramontina fragil
0.5,ruin achei produto igual descricao recebi arredores branco dentro todo preto descricao literalmente todo branco totalmente diferente
0.0,titanio planos comprar panelas andei pesquisando descobrir titanio pagar caro coisa
0.0,tao bom ativa funcao descer subir sei veio defeito mas satisfeita
0.5,g produto bonito conforme foto porem pequena g
0.5,niveis ruido alto relacao simililar concorrente apresentacao produto boa porem deixa desejar relacao potencia baixa relacao similares outras marcas usados ambiente niveis ruidos alto relacao similares
1.0,amamos produto casa gostamos tanto desse produto sempre sempre presenteando casamentos convidados otimo pratico rapido comprem medo feliz
0.5,numeros acessorios ola recebi acessorios observei foto fala falta mm pinca chegou rapido
0.0,cabo energia funciona cabo usb veio junto funciona reclamei deram nenhuma satisfacao
0.0,cd veio solto dentro caixa acho falta consideracao cliente pois alem ter esperar bom tempo produto ainda entregue defeito cd arranhado sacanagem
0.0,controle adicional head set nao chegaram console frances alem nao ter recebido controle adiciona head set controle original franca detalhe cabo energia nao compativel brasileiro portanto necessario compra adaptador nao comprem hipotese alguma
1.0,maximo maximos tanto produto quanto atendimento entrega recomendo produto loja
0.0,produto chegou empresa prestadora servico abaixo critica porque ruim simplesmente cumpriu prometido prazo fundamental nesse ramo atividade pois produto uso intimo empresa cumpri prazo faz menor sentido vender produto intimo higiene produto poderia esperar pouco assim haveria cabimento atraso alma marketing place prazo feedback cliente coisa havendo dinheiro prezo produto
0.0,produto foi entregue lamentavelmente avaliar produto foi entregue
0.5,produto encomendei veio outra especificacao notebook dell inspiron n vi anuncio lojas americanas resolvi comprar somente bateria mas teclado bem teclado caiu luva mas bateria veio especificacao anunciada veio outra numeracao modelo encaixou direito resolvi colocar carregar ficou bom pois carga dura po tempo agora passou tempo certeza vao querer trocar suma nessa levei prejuizo
1.0,aparelho superou expectativas gostei celular facil manuseio diversos recursos
0.0,aparelho lento aparelho chegou mim fone ouvido tela manchada consegui comunicar fornecedor
0.0,barato sai caro ruim micro ondas painel afundando mes uso prato sai lugar tempo inteiro conta encaixe mal feito vale pena gastar pouco comprar marca melhor
0.0,bocal lampada minuscula lustre permite lampada promova iluminacao correspondente produto comprei usar caso possivel trocar gostaria
0.0,carregador decepcao pino carregador liga tomada formado quadrado usado tomadas atuais entao toda vez carrego preciso ligar adaptador decepcionada
0.5,carrinho bom bebe conforto bom grande carros pequenos carrinho aste empurrar baixa pessoa alta atrapalha posicao reversa frente bebe vc consegue andar pq pes batem rodas devido pouco espaco tbm boa protecao lateral revestir pecas bebe pode bater ferro carrinho vantagem cumprido
1.0,celular otimo satisfeita celular velocidade boa design perfeito agora reclamar
0.0,contrario mostra travesseiro vem praticamente seco pouco enchimento costura ruim rasgou primeira viagem
0.5,correio demorou entrega americanas fez tudo certo foi melhor preco sites produto bom so preciso testar pra ver impermeavel obrigado
0.5,desenho errado acabou prejudicando montagem produto produto bom mas veio amassado porta desenho manual montagem bem errado constando numero parafusos errados prejudicou montagem caso desenho correto bem facil
0.5,bom aparelho bom ponto negativo nele possui carregamento cabo utiliza pilha alcalina adquirir q olhar vale pena adquirir
0.0,envio caixa envio veio amassada achei grande demais tamanho produto emp atentou falha chegou quase aberto caixa embalagem
0.0,envio feito atraso atendimento pessimo comprei produto desde novembro recebi ainda compromisso cliente fazemos perguntas respondem faz descaso compromisso fazer envio assim compra efetuada atraso arrependi compra abri reclamacao quer pedido desculpas respondem arrependo desta compra nunca
0.5,fio entrada energia funcionou teclado bom som bonito mas antes meses uso pilhas acabaram usar fio ligar eletricidade funcionou correndo atras assistencia tecnica perder prazo garantia
0.5,forno bom acendedores tb gostei produto foi altura fogao achei baixo entao fica desconfortavel cozinhar
0.0,freezer parece bom mas entrega entrega prevista entao fiquei acompanhando status site sempre aparece nota fiscal emitida casa mora alguem fique tempo todo casa tava olho status aparecesse transporte deixaria alguem espera entregaram hj porem deixaram lado corredor chover sei vizinha mora andar abriu portao casa geminada acabei olhar status site continua apenas nf emitida colocam opcao acompanhar entrega porque atualizam site falta seriedade falta compromisso consumidor ambos
0.0,kit tinta veio rotulo kit tinta veio rotulos diferente foto kit site onde todos fracos rotulo entrega veio atraso ainda sei qualidade tinta ruim boa
0.0,liquidificar nao liga mandei mns oara trocar produto ainda nao resposta absurdoele chegou quebrado
1.0,livro surpreendeu esperava poesias qualidade mas vale pena conferir
1.0,livro bom chegou antes prazo bem embalado agilidade
0.5,livro pequeno entrega foi bem rapida porem surpresa recebe lo trata livro bolso imaginava foto tamanho normal achei produto extremamente caro sendo trata livro bolso alem faltam especificacoes sobre produto peso tamanho medidas procurei informacoes antes comprar mas encontrei
0.0,maior dor cabeca veio defeito foi pra assistencia vezes terceira foi trocado outro modelo defeituoso novamente duas vezes pra assistencia veio dois defeitos quase ano lutando consegui dinheiro volta
1.0,importante livro sobre historia livro bem escrito importante fatos ideas sobre historia mundo
0.5,material meio ruim preco compensa forro colchonete meio ruim preco
0.5,material bom mas folgado prende bem garrafa fica fixa bike
1.0,melhor viciante otimo pra descontrair dia cansativo
1.0,melhor custo beneficio realmente cartucho marca quantidade tinta mas cartucho compativel faz relacao qualidade copia nota relacao cores nota copiadora reconhece cartuchos compativeis entrega foi bem rapida resumindo voltaria fazer negocio novo tecnico eletronica
1.0,melhor custo beneficio mercado primeiramente gostei entrega rapida segundo tv preco excelente qualidade imagem boa som bastante potente netflix excelente roda maravilha you tube problema pois roda bem demais funcoes smart tv ainda testei outra vantagem preco acredito exista nenhuma tv entrada hdmi duas usb dar conectar equipamentos tempo sky game hd externo caso tv dias satisfeito olhando alguns cometario aqui fiquei medo mas produto mao fiquei surpreendido positivamente
1.0,melhor categoria dentre similares melhor categoria recomendo
1.0,melhor produto alem otima qualidade agilidade produto designer moderno economico praticidade cosinha alimentos impecavel feliz resultado obtido recomendo todos
1.0,melhor smartphone tinha xperia z premium achava otimo comprei galaxy s plus outro mundo outra galaxia smartphone fantastico camera fenomenal recomendo todos
1.0,melhor produto extrema qualidade veloz recomendo todos
0.0,veio defeito comprei produto apresentou defeito fabrica faz mes tentando fazer troca produto parceiro microprecos entra contato estornar valor produto
0.5,nome produto enganoso comprei produto dar presente chegou bem antes prazo funcionando normalmente lanterna boa iluminacao mas lanterna cabeca bike apenas cabeca vem suporte bike sai suporte cabeca produto bom mas nome desrespeito cliente caiam nessa
0.0,pagamento foi aprovado hoje ainda recebi produto pagamento foi aprovado hoje ainda recebi produto gostaria explicacoes
0.5,pedido ainda chegou aguardando chegada produto pra poder avaliar pois ainda dentro prazo entrega
0.5,prazo validade poderia maior conheco esmalte gosto tanto comprei tres gostei validade pois final janeiro tres vieram prazo validade maio ainda bem q comprei quantidade maior
0.0,preco desse pc ta bem errado pc config basica mediana k pego i xe ti gb tb pra ainda sobra k entao quero saber preco real ocorreu algum erro
1.0,preco legal gostaria saber bota ca possui protetor tibia resistente quantos guaus c acordo nbr iso
0.0,preco dez vezes maior verdadeiro valor tal produto vendido preco r sendo cobrar r simplesmente absurdo
